userName,score,at,content
Pengguna Google,3,2024-09-05 12:40:25,"bagaimana ini montoon? tiba-tiba koneksi terputus, mau masuk game terputus lagi, di dalem game masih aja terputus, di suruh uji coba jaringan udh bagus tapi tetep aja gk bisa masuk game. sya coba ke yt lancar, tiktok lancar, ig lancar, google lancar ehh masuk ke ml “ Masalah jaringan. Matchmaking gagal.. silahkan periksa kembali koneksi jaringan anda dan coba kembali “ tolong lah montoon perbaiki, kenyaman pemain kan no. 1 katanya. dulu jarang ada yg kyak gini tpi pas ada game sebelah kok sering"
Pengguna Google,4,2024-09-05 12:40:02,"Game nya sudah bagus dan lumayan. Tetapi di mode offline game ini kurang menantang. Tolong moonton, improve lagi bot di mode offline, karena bot di mode ini sangat membosankan. Kalo botnya di improve, Jadi lebih seru... dak gak gabut pas lagi gak ada kuota..... sekian"
Libra Meymey,1,2024-09-05 12:16:10,Makin kesini makin kesana malah tambah ngawur montoon... Game bangsad masak jaringan bagus data masih baru kok bisa lag emang game bangkek
Pengguna Google,2,2024-09-05 12:12:11,"Sebenernya Game Nya biasa aja Cuman ya cuman, mines nya itu ada di bagian ingame yaitu ping sinyal yang kadang berganti ke 999ms padahal sinyal saya masih bagus. Ya sisa nya juga masih sering terjadi bug disetiap game yang saya mainkan. Seperti Minion Kadang Jalan kemana saja(keluar dari lane minion) dan Hero hero yg terkadang Nge freeze ditempat ketika Terjadi lag sinyal. Ya bisa dibilang ini harus diperbaiki agar Para pengguna Merasa nyaman ketika Memainkan game ini."
Pengguna Google,5,2024-09-05 12:10:05,"Game nya bagus grafik nya juga bagus aku suka banget game nya, tapi tolong buat Moonton skin valentine nya besok request boleh GK soalnya aku dah GK sabar liat Hero favorit ku ada skin couple😆✨"
Pengguna Google,2,2024-09-05 12:00:09,Terlalu banyak bug dan event untuk bulan ini tidak dapat di buka sama sekali ( event tidak valid ) Tolong di perbaiki dan jagan terlalu lama
Pengguna Google,1,2024-09-05 11:09:10,Game ga jelas main Berjam jam ketemu nya dark sistem terus menang hanya 1 atau 2 kali kalah nya bekali kali. Benerin matching nya lagi moonton jangan banyakin skin gratis doang. Dan terkadang sedang main ngelag ngeleg padahal sinyal nya warna hijau. Tolong di perbaiki lagi moonton
Pengguna Google,1,2024-09-05 10:39:22,"Ini game atau bukan sihh, tolong moonton kalo buat game yang benar, Saya kecewa bermain game ini. Feedback saya sebagai player : 1. Jaringan tidak stabil 2. Matching up berulang ulang 3. Ketika memasuki pertandingan sering kali game stuck patah-patah 4 lawan yang tidak seimbang atau rank mereka terlalu tinggi Saya menghargai jika moonton memperbaiki masalah ini. Terimakasih 🙏"
Teja Karpesidhiraja,1,2024-09-05 10:29:57,"Dear moonton Kalau saya main kenapa tidak adil setiap naik rank eh habis itu di turunin lagi dan saya sering dapat tim yang ga seimbang satu lagi itu buat player lain minta tolong di banned akunnya karena kata kata kasar mereka padahal kita udah berusaha semaksimal mungkin tapi monton ga pernah ngasih tim yang bener bener bisa main mohon buat yang mau install apk ini tolong di liat dulu forting orang biar ga salah dapat instal game karena ini game dapat membuat anak""kalian gila dan berkata""ksar"
Redangga juni,5,2024-09-05 10:22:28,"tolong untuk developer memperbaiki bug map sactum island, karena di map tersebut tidak ada animasi lord spawn maupun saat lord menggunakan skill untuk menyerang tower. terimakasi tolong secepatnya diperbaiki bug tersebut karena sangat mengganggu visual game saat bermain"
Pengguna Google,1,2024-09-05 10:11:56,"Pembagian tim ga jelas,setiap kurang satu bintang ke rank selanjutnya pasti di persulit mulai dari tim nya yg ngfeed terus,dan musuh yg GG ,tolonglah monton perbaiki macmeking nya."
Pengguna Google,4,2024-09-05 10:11:52,"Game nya sih udah bagus tapi kadang² Sinyal ku tiba tiba merah padahal jaringan ku baik baik aja, buat yang lain nya sih udah bagus."
Put chan,1,2024-09-05 09:43:25,"game apa ini, bkin org masuk rsj aja lama2, iya sih bagi² skin gratis, suka kokk.. tp jgn di ganti sm bintang lah.. gw capek di honor mulu, mana dkit lagi season, main di honor, mlh dpt musuh abang2 imo, apalah. Lama2 sya mulai bosan dengan ml, dpt tim sampah, musuh ga jelas. Sudahlah, saya tidak mengerti lagi sm mlbb ini."
Pengguna Google,1,2024-09-05 09:08:09,"semakin lama saya main, saya semakin bosan. karena performa bermain saya baik, tapi diberikan tim yang buruk. bukan hanya sering leg jaringan, dan saya bosan terus diberi lose meski sudah bermain lebih dari 20x. saya rasa lebih baik dihapus saja. karena membuang-buang waktu kalau sering dikasih lose. padahal awalnya saya sudah mencapai bintang 53. sekarang hanya 46 tidak bertambah meski banyak bermain baik solo meskipun party. tidak ada perubahan. semua masih saja lose. bahkan stuck di 46."
Pengguna Google,1,2024-09-05 08:25:46,"Selalu terjadi masalah jaringan ketika bermain, ping tiba tiba merah padahal pake wifi jaringan bagus dan ini sangat merugikan pemain lama seperti saya. Dan banyaknya bot ketika kita bermain solo di mana juga sangat merugikan pemain. harap di perbaiki agar hal ini tidak terjadi lagi"
Pengguna Google,1,2024-09-05 07:35:27,"Game jelek gua kan punya 2 akun kalo gua ganti akun ga bisa² padahal udh bnr giliran dikit lagi bisa mala loading nya lama trs ada bacaan ""coba lagi nanti"""
Pengguna Google,1,2024-09-05 07:20:29,"Wahai monton perbaiki sistem Jaringan... setiap main kredit skor naik turun naik turun... Kalau sedang war jaringan merah, kalau sedang mati/sendirian hijau semoga sistem jaringan ini bisa menjadi lebih baik lagi..dan udah itu aja monton keluh kesah dari gw.. semoga ulasan ini di baca..dan kalau gak gw doain Game ini menjadi game terburuk di play store.."
Pengguna Google,1,2024-09-05 06:38:15,"MOONTON game rusak, tingkatkan dark systemnya, Ayo semua pindah game seblh ramaikan game Honor of Kings, biar sepi game ini. moonton semoga game lu tahun depan sepi dan bangkrut. jgn down load game rusak ini. bikin emosi. bukan nya bermain game buat hiburan Mlah kita yg di permainkan. guys jgn di kasih bintang 5, kasih aja bintang 1."
Pengguna Google,1,2024-09-05 05:41:22,"Dari dulu sampai sekarang, permasalahan serius yang sangat-sangat menjengkelkan yang tidak kunjung diatasi sebenarnya hanya ada satu dan itu membuat permasalahan yang lainnya timbul karena hal tersebut, yaitu permasalahan PING (Packet Internet Groper)! Jadi mohon dengan sangat perbaiki masalah PING jaringan, karena itulah yang membuat banyak masalah dalam game! Mohon dengan sangat!"
Pengguna Google,1,2024-09-05 04:59:28,"Mohon di perbaiki monton karna ad bug didalam permainan, masalah nya di dalam pertengahan saat main mobile legenda itu macet gak bisa di gerakin harus login ulang, tolong monton di perbaiki lagi soalnya gw capek,masak KLO mau main harus login ulang Mulu😑, mohon di perbaiki lagi"
Pengguna Google,4,2024-09-05 04:39:45,Keren luar biasa lah poko nya cuma metch nya tingkat kan lagi imbangin lah sama level match lawan. Jangan ini mah yang bagus. Bagus yang jelek mah jelek. ML harus lebih pro lagi dalam metch meking nya.
Pengguna Google,1,2024-09-05 04:04:19,"Ini game asyik, cuman matchmaking nya aja yang kurang, tolong di perbaiki soalnya suka ketemu dark system giliran musuhnya di kasih yang jago semua, minimal seimbangin"
Pengguna Google,2,2024-09-05 03:23:37,Dari segi grafik dan gameplay okelah.. tapi yang membuat game ini membosankan adalah adanya dark system yang membuat rank menjadi hampa.. Naik turun bintang lose streak yang ga ngotak
Pengguna Google,3,2024-09-05 01:38:03,"Aku lagi mau main hari ini,, trusaku matchmaking,jaringanku stabil,kuota ku masih banyak,,tapi pas aku mau pencet masuk,, malahgk bisa aku malah dituduh moonton g afk,, jadi kreditskor ku kekuras😭😭 Klo bug nya udh selesai baru aku kasih bintang 5"
Pengguna Google,2,2024-09-04 21:04:05,Saya sudah malas mian berhenti sudah sangat berat patah patah sekali..kalau tambah berat pasti banyak berhenti main terlalu memakan memori tolong jangan terlalu banyak efek satu paket ajah lah efiknya padahal efek yang lain jarang yang ada dwold jadih tolong hapus sebagian data datanya kalau mau tambah ramai gemenya tolong di ringankan lihat sekarang banyak berhenti main karena sudah sangat berat pilisss
Pengguna Google,1,2024-09-04 18:59:55,"Hallo moonton saya ingin beri saran mending perbaiki lah sistem draftnya dari pada event mulu yang di update. Gua solo 10 jam cuma dapet hikmahnya doang dan bukanya bintang gua naik malah turun, kalo kaya gitu terus mending gua fokus ke HOK. Dari pada main ml yg niatnya buat ilangin stres yang ada malah tambah stres."
Pengguna Google,1,2024-09-04 18:10:30,"Emel makin hari makin aneh aja, padahal sinyal bagus ping 10 tapi lag parah padahal device ga kentang main HOK aman aman aja lancarr tolong dong di perbaiki lagiii makin males aja main NII gameee"
Sandy 01,1,2024-09-04 17:03:02,"Mau sebanyak apapun Collaboratation kalo gak di perbaiki sistem sama jaringan gameplay nya sama aja boong moonton,pliss perbaiki sistem sama bagusin jaringan gameplay nya saya yakin player mobile legends gabakal pindah game ke game sebelah"
Pengguna Google,1,2024-09-04 16:49:28,Kecewa!! ada apa sebenarnya dengan sistem matchmaking sekarang? Jika memang tidak bisa buat sistem matchmaking yang baik hapus saja sistem rank!!! Merepotkan saja. Maaf saya terbawa emosi. Saran saya jika memang matchmaking yang sekarang tidak stabil tolong cari solusi agar player bisa bermain dengan nyaman. Setidaknya kedua tim memiliki perlawanan yang seimbang. Yang terjadi pada saya mendapatkan tim yang tidak terlalu jago dan mendapat lawan yang setara proplayer. Tolong bantuannya terimakasih
Pengguna Google,5,2024-09-04 16:26:44,"Tolong lah monton berikan tim yang seimbang ,masa iya lawan kek top global tapi tim nya kek warior gimana bisa win strek yang ada malah lost trek mulu , Cape berjuang sendirian montonn aku lelah"
Pengguna Google,1,2024-09-04 15:54:26,"Dari segi gemply nya sih udah bagus garfik juga tapi yg saya ga nyaman itu Mecthmeeking. Mecthmeeking nya buruk banget dapet tim nya pada kaya dongo, (nge feed, timnya ga bisa di andelin,ngasih makan musuh mulu, mukil, len ga pernah di urusin). Jadi males mainnya, kadang dapet timmnya bot mulu sedangkan tim musuh jago dari mikro, makro nya, sedang kan gua dapet tim yang gajelas mainnya. Udah ngestak renk itu mulu, naik kaga turun iya senang kaga stres iya. Heduhh,cape gendong tim mulu!!."
Pengguna Google,3,2024-09-04 15:53:29,"Assalamu'alaikum. Salam beragama. Aku mau bilangin aja monton game ini asik, bisa di bilang banget tapi ketika game serunya di hilangkan dengan teman se tim yang dark sistem, kalo semisal kalah dengan skor yang tak berbanding jauh tak apa, tapi permainan yang teman se tim nya terlalu beban yang membuat kita malas bermain,masalahnya pengaruh atau berbanding sangat jauh pengalaman nya, tolong musuh nya di setara kan dengan se tim,malas login dan ingin banget pensi dari ml dan pindah ke game lain"
Pengguna Google,1,2024-09-04 15:47:42,"Dengan sangat hormat saya atas nama si A memohon ma'af kepada moonton, apk mobile legends ini saya uninstall. di karena kan saya sudah capek sama ini game di kasi tim yang ngetroll terus sekian kurang dan lebih nya saya minta maaf 🙏 Mending main di game sblh enak di kasih tim ya... imbang lah, jadi kalau kalah pun gak nyesal gak stres. Kalau aku ya main Mobile legends itu 99.999999℅ itu pasti dark sistem game sih dah bagus skin apa segala macam dah bagus. cuma ya begitulah gak bisa ngomong lagi"
Pengguna Google,2,2024-09-04 15:08:55,Tolong dong gua maen have fun jadi emosi loh . Gua nge-push perlu waktu banyak habisin waktu yang di game ini tapi kenapa pas push rank selalu dapet tim kayak t*i semua lu kira ga capek ha?
Pengguna Google,5,2024-09-04 14:31:52,"Udah kasih tim yang ga bener di tambah jaringan yang ga jelas, di awal game main lancar aj walaupun rada leg dikit pas udh di late game leg parah benerin tuh jaringannya"
Pengguna Google,1,2024-09-04 14:09:44,Game nya si udah bagus tapi tolong dong masalah matching nya jangan buat player stress ngestuck di rank/bintang itu terus udah berjam-jam main tapi tetap saja bintang/rank nya masih disitu aja aku liat temenku bintang/rank dia naik tapi aku tetap di situ siyu aja tolong ya jangan membuat liburan jadi tidak enak
Pengguna Google,1,2024-09-04 14:03:58,"Definisi game untuk refreshing udah gak ada di game ini, Matching pemain gak pernah seimbang. Seakan-akan player yg mengerti bermain bisa jadi satu di tim musuh, tapi di tim saya dapat player aneh gak jelas Saya heran ini game dengan banyaknya pemain tapi matchingnya itu gak jelas.... Game rusak"
Pengguna Google,1,2024-09-04 13:53:18,Game gak jelas kena dark sytem apa gitu pokoknya saya doakan ini game sepi aminn karena banyakbug apa even di upanga ulang kalo afk selalu bikin kesel kadang lag kadang juga gak ini game pokoknya harys gak ada bug atau apa gitu saya lag saya lag mending ini dihapus aja bikin saya kesel dan demege gak masuk akal jiga mage itu sakit tank gak sakit gimana ini moonton montoon mabuk
Pengguna Google,2,2024-09-04 13:34:42,"Tolong jangan seenaknya nuntuk memilih tim.......apalagi kalo ada tim yang bot..... Menurutku ini sudah keterlaluan...... Meskipun grafiknya bagus dan heronya yang bagus...... Tapi apa gunanya kalo game ini membuat orang marah sampai melempar HP......,"
Pengguna Google,1,2024-09-04 11:45:38,"Tolong! game nya di perbaiki. saya selalu bertemu tim yang lemah di atara saya. saya yang lebih baik ketimbang tim saya. dan tim lawan jauh lebih kuat ketimbang tim saya percuma banyak skin-skin menarik dan gratis. jika sistem nya seperti ini saya bermain 5x menang 1x kalah 4x, jadi tolong untuk kedepan nya lebih konsisten lagi untuk memperbaiki game nya!"
Pengguna Google,1,2024-09-04 11:34:02,Bintang 1 cukup kali ya masa win 1 lose nya sampe 3/4 kalo kaya gitu semua pemain bisa pindah game moba lain jadi tolong perbaiki masalah kaya gini
Pengguna Google,1,2024-09-04 10:31:43,Setiap main sinyal selalu buruk padahal aku main game lain atau nonton YouTube lancar giliran ml setiap main kadang kadang sinyal merah lah kadang kadang patah tolong diperbaiki lagi mlnya
Pengguna Google,1,2024-09-04 08:04:00,"GAME BUSUK. Wifi bagus, dalam lobi bagus, deteksi jaringan bagus. EEEH DALAM PERMAINAN ping rubah rubah. Pas laning lah pas tim fight lah sama aja. Game buruk. Performa permainan bukannya di perbaiki malah update hero baru lah, skin baru lah, even baru lah. Gak ada gunanya bila performa bermain buruk hanya masalah Ping. GAME BUSUK MEMANG BIKIN STRESS. main game hanya ingin bersenang senang. TAPI GAME INI BIKIN STRESSS"
Pengguna Google,1,2024-09-04 05:08:16,"ML sangat tidak direkomen dan sangat-sangat game Dajjal. Mau push rank, tapi dikasih lawan yang jago mulu... Trs suka Invalid pas lagi match, ini Admin ML nya atau Sistem ML nya yang ngga bener, Ngasih tim dark system mulu... Kalau mau main ini game,setidaknya umur 16+, karena ini game bisa bikin stress, gila, toxic, dan ngelawan orang tua kalau disuruh-suruh, dan lain-lain..."
Pengguna Google,1,2024-09-04 04:58:57,"Game sering mengalami macet tiba-tiba, padahal koneksi jaringan saya sangat bagus. Entah kenapa, beberapa kali saya coba Laporkan tapi tidak ada tanggapan dan respon, Semakin lama semakin buruk kualitas game ini. Mengecewakan!🫵🏻"
Pengguna Google,1,2024-09-04 04:24:53,"Jangan kebanyakan bagi skin gratis,,, nih Mactihing nya dibenerin lol,,, capek gua push dapat tim drak sistem semua,,, lama² makin stres nih,,, ajg"
Pengguna Google,5,2024-09-04 03:53:01,"menurut ku game nya udh bagus cuman soal matching nya masih agak kurang kadang suka dapet tim yang gk jelas tolong di perbaiki lagi, satu lagi masalah sinyal kadang suka ngelag pas di tengah pertandingan padahal posisi tim udh menang gara2 ngelag jadi kena comeback tolong lah moonton diperbaiki lagi, kalo kayak gini terus nanti mending gua pensiun main mobile legends, yang awalnya main game buat ngilangin stress eh malah dibikin tambah stress hadehhh."
Pengguna Google,4,2024-09-04 03:27:43,"Menurut saya game dan grafik nya bagus, cuma buat moonton knpa makin kesini makin gk ngotak ya ngasih lawan nya, saya pemain yg masih pemula langsung kena mental, masih banyak pemain pemula seperti saya yg masih tahap belajar harus melawan tim lawan yg lebih pro ya mana bisa dan mana sanggup 🥴🤭 kasih lawan tuh yg seimbang bukan yg pro...."
Pengguna Google,3,2024-09-04 02:06:42,"udah bagus tapi sayang, moonton nya enggak mau memperbaiki system ranknya, dari 2022 sampai sekarang 2024 gak pernah di perbaiki saya sangat kecewa sebenarnya sama system' di mobile legend ini, jadi tolong moonton kalau bisa update lagi system' di rank jangan fokus ke skin Hero dll, terimakasih"
Pengguna Google,3,2024-09-03 16:51:45,"game dengan sistem perangkingan yg absurd, solo player gak bisa main² acan karena sistem match up yg kacau, satu game bisa ketemu role yg nabrak ataupun pemain yg suka ngetroll. perbaiki lagi lah sistemnya muntun biar player solo kayak gua masih betah di game ini, dan gak berpaling ke game sebelah. terima kasih"
Pengguna Google,5,2024-09-03 15:55:17,Tolong kepada pihak moonton jangan nambah penyimpangan lagi bagi kami para pemain dengan hp ram 4 sangat kecewa terhadap updatan nya karena semakin banyak penyimpanan ruang tolong kerjasama nya kepada pihak moonton
Pengguna Google,5,2024-09-03 15:10:02,"Tolong buat mode offline lebih di kasih perhatian lagi,vs ai cuman bisa high device,2 mode lain belum terbuka dan mau kapan?Hero ga kebuka semua cuman yang udah di beli,tapi enak nya skin juga kebuka kalo udah di beli,mode classic cuman 2 deficulty,bot nya make Hero ada yang sama dengan lawan nya,spel nya pun sama,retri sampe 3 anj,Hero juga ga pergi sesuai Lane,ga bisa farming buff/creep,ga bisa lord,ga bisa Flicker montage,sedangkan di honor of king bisa semua,apa mau kalah Ama sebelah min?"
Pengguna Google,2,2024-09-03 14:51:41,Kukira hanya wifi ku yang salah tapi tenyata banyak yg complain masalah sinyal.. dikira di ceat tapi hbis ngelaporin gak ada yg ngeceat .. tapi ternyata emg dri apl gamenya yg suka lemot .. padahal bagus tapi kenpa setiap lagi tanding langsung ngelag.. tolong dong di jawab dan perbaiki Terimakasih🙏🙏
Pengguna Google,1,2024-09-03 14:33:49,"Game yang sangat menganggu jiwa. Tidak ada keadilan dalam pembagian tim, selalu kalah dan mengalami stuck pada rank. Hanya membuang waktu menjadi sia sia dan tidak bermanfaat. Tolonglah jangan pelit protection star dan kasih kemenangan, apa susahnya sih? Dari awal main ml ga pernah capai mythic, segaadil itu? Tolong berubah menjadi lebih baik."
Pengguna Google,2,2024-09-03 14:16:44,"Grafis terus mebaik, akan tetapi pemberian kesempatan player solo untuk naik ke tingkat rank yang lebih tinggi sangatlah sulit, karena selalu bertemu rekan satu tim yg tidak sesuai, mohon untuk pemilihan tim jika bisa selevel janganlah terlalu jauh kemampuannya, trutama bagi player solo, benar- benar membuat kesal, maen 5 kali kalah 5 kali tidak masuk akal pemilihan tim untuk player solo.mohon di pikirkan juga dari segi sudut pandang player solo"
Pengguna Google,1,2024-09-03 14:16:01,"MLBB sekarang banyak bug, yang jalan sendiri gak jelas padahal sinyal lancar, sering ngestack in game, kocak udah, saya pamit pensi, salam ex imo😇"
Pengguna Google,1,2024-09-03 14:08:45,Makin kesini bukan makin bagus malah tambah parah Mau pakai wifi/data sama saja setiap di pertandingan lagnya parah bgt padahal main game sebelah lancar jaya
Pengguna Google,1,2024-09-03 14:00:59,"Match nya curang, sengaja ngasih dark sistem, yang ngecheat di biarin, ga komen apa apa di mute, ngasih tim ga pernah adil, modal skin gratis doang. pesan buat moonton ""minimal kalo mau bersaing sama game laen komplain player didenger, jangan cuma ngasih skin bagus doang. Kalo mau ngasih tim jangan yang dongo semua. """
Aris Ariansyah,4,2024-09-03 13:54:55,"Dari segi grafik, gameplay event dan skin semuanya udah bagus tapi cuma satu tolong ""MATCHMAKING""nya di perbaiki Kasih tim yang setara jangan yang berlebihan 🙏"
Pengguna Google,1,2024-09-03 13:29:34,"mending nonton bokep dri pada maen game gjls ini,matchmaking nya gjls,udh losetreak lebih dri 15 kli gua,ketemu tim dongo tapi klo musih jago semua,ini konsepnya gmn si,game rame,masa gua maen sama yg dongonya doanh,bisa di perbaiki gk matchmaking nya"
Pengguna Google,3,2024-09-03 13:27:59,Menurut saya si game udah bagus banyak juga skin skin gratis ... Tapi kurang nya kalo mau naik mytic suka dapet tim nya troll ada yang nyoba Hero di rank jaringan suka ngelag padahal jaring full..... Sekian dan terima gaji...
Pengguna Google,1,2024-09-03 13:24:49,kebanyakan player dark sistem kalo ketemu di tim dan juga kalian memberi musuh yang sangat kuat padahal tim nya aja noob dan dark sistem kayak gitu tolong di perbaiki dan jadikan pelajaran kenapa game kalian rame karena skin dan kalo kalian bisa membuat tim seimbang maka itu akan lebih rame lagi kedepan nya
Pengguna Google,4,2024-09-03 12:33:34,"Mohon maaf masih bintang 4 karena, biasanya musuh musuh itu seperti player mcl Dan tim sendiri malah mainnya egois dan ampas mohon diberi kesempatan untuk menang. untuk developer mohon diperbaiki lagi mobile legend nya😀 Yang semangat untuk developer nya"
Pengguna Google,4,2024-09-03 12:24:13,"Saya kasi bintang 4 dlu, saya kasi saran, player baru main atau player yg bot gak jago itu di temui aj dan jan kasi yg jago, timnya harus seimbanglah,musuh jg,gw klo main gw kan player solo,kenapa tiap gw main monton ngasi gw tim dark sistem sedang tim musuh jago, JDI GW MAU PLAYER BOT TEMUIN PLAYER BOT PLAYER JAGO KETEMU PLAYER JAGO(tim) biar seimbang lah, itu sistem timnya tolong di ubah, biar plyer solo lain gak setres sama ni gem,"
Pengguna Google,1,2024-09-03 12:19:16,"Game anj game anj, sinyal bagus bangettt, masak ping dari 30 mbps jadi 156 mbps pas warrr kadang malah jadi 226 mbpss pdahal sinyal baguss banget di hp, sinyal baguss bangett tapi ping game lu kayak anj sumpahh moonton, perbaiki lagi supaya yang main juga nyaman. Kalau kalah urusan temen gak jago gak masalahh. Tapi kalau masalahh sinyall gak bangettt ton montonnnnnn. Tolonggg perbaiki lagi"
Is Nanik,1,2024-09-03 11:41:29,Sering² lah kasi gw tim bagus Karnaval gw mau rank gw tinggi jangan kasi gw tim beban gw cape gendong nya mentang² perusahaannya gede kasi tim se enaknya sering kali ketemu tim gk bisa main lawan nya jago banget jadi sering² lah kasi tim bagus jangan sampe gw pindah game sebelah
Pengguna Google,1,2024-09-03 11:20:50,"Monton kenapa skrg pake wifi ko ga masuk"" Saya buka yt kualitas tinggi lancar sinyal wifi kenceng kuat buka apk apapun lancar banget tapi login ml gamasuk masuk pake jaringan data baru masuk Pake wifi tidak padahal sinyal kencang dan kuat ,kenapa ini?"
Pengguna Google,1,2024-09-03 10:55:57,"Ga salah performa gamenya banyak yang ngasih bintang 1 , udah ngasih team ga jelas mau solo rank nya susahnya minta ampun , udah ganti hero apapun selalu dikasih team yang ga sepadan sama musuh minimal kasih yang seimbang dan ngerti main .. udah lama main Mobile Legend perasaan dulu ga sesusah sekarang push rank walaupun solo , sekarang malah bikin geleng geleng kepala bukannya happy fun malah bikin stress dan sakit kepala main game ini lama lama , bener bener di bikin kesel dan kecewa !!!"
Pengguna Google,2,2024-09-03 10:38:39,"Gamenya udah keren tapi masalah nya ml kalo kasih temen pas main itu sering di kasih yang gak bisa main sedangkan kalo musuhnya di kasih yang jago, saya sering ngalamin hal seperti itu gara gara itu saya jadi sering lost trek. Jadi tolong ml jangan begitu kasihan yang sering mainin game ini. Sekali lagi tolong buat game mobile lagend🙏🙏. ""Terimakasih"""
Mozan Mozan,4,2024-09-03 10:18:32,"Untuk keseluruhanya bagus,tapi kadang suka kesel setiap gua rank selalu aja ada 1 atau dua biji orang yang pengalaman bermainya ngak sesuai pangkat ranknya,jadi yang begitu tolong dihukum dengan benar contohnya kalo dapet coklat 4/5 kali berturut turut dalam seminggu langsung aja ban a kunya selama 3/5 hari,s ekian makasih"
Pengguna Google,1,2024-09-03 09:23:17,"setelah update, loading game lama sekali diawali dengan blackscreen lebih dari 1 menit. dan jika sedang bermain saat berada dalam pertempuran ramai visual menjadi patah-patah, ngeframe dan delay, kadang suara backsound mendengung yang menyebabkan hp menjadi panas"
Pengguna Google,1,2024-09-03 09:22:37,"Ini game moba paling aneh yang pernah saya mainkan, sistem matchmaking yang tidak seimbang, sering kendala lag padahal sinyal baik baik saja, tolong pisahkan match yang baru ratusan sama ribuan biar ADIL!!! Percuma update terus tapi gamenya seperti itu!!! Game moba terburuk yang pernah saya mainkan!!! tolong ban player player ngetroll di rank!! biar gamenya tidak menjadi semakin buruk!!"
Pengguna Google,1,2024-09-03 08:54:54,"Montoon tolong ada salah apa pada akun gw kok semenjak Season 33 gak di rank gak di clasic selalu kasih dark sistem dan kenapa musuhnya kuat kuat banget padahal gw jarang main lho, tolonglah montoon percuma kasih gratis skin kalo masih ada dark sistem, berilah gw keadilan dong temen temen gw udh pada mytic semua masa gw yang rank 1 kali sehari kalah mulu, kalo kayak gitu terus lama lama player Indonesia pada main HOK soalnya pada bosen sama dark sistem!!!!"
Pengguna Google,2,2024-09-03 08:23:39,"Pake otak lah minimal garentod masa musuh master kuning, sedangkan tim ku rank gold yang paling tolong diperbaiki ya garena klo aku main random ngotak sedikit kasi tim aku"
Pengguna Google,1,2024-09-03 07:31:28,Game taikk harus di update teruss masak aku udah update skitaran 2 minggu malah harus di update lagi mlah di kasih timm bot mulu nyeselin banget ni game hp aku dulu rusak gara2 game ini msak di kasih tim gjlas mulu ayolah monton adilinn sesuaikan level lah sama emblem
Pengguna Google,1,2024-09-03 05:13:24,Tolong di perbaiki masalah jaringan padahal jaringan saya baguss tapi kok selalu PING 200 Tolong di perbaiki saya sangat kecewa akan hal ini pliss di perbaiki .masalah kecil bisa membuat kami para player pindah ke game sebelah karena hal ini !!
Pengguna Google,1,2024-09-03 03:35:45,"Game yg dpt merusak mental dengan pembagian tim yg tak masuk akal Pada tim terdapat banyak dark sistem Di sisi lain musuh memiliki banyak teman pro player Game kalo bisa rate-nya -1 Masih -1 karena pembagian tim yg sangat buruk Jadi ""PERBAIKINLAH LOL SECEPETNYA"""
Pengguna Google,1,2024-09-03 03:21:37,Mending main hook. Ml banyak bug nya banyak Darksistem nya lagi capek main sehari nain turun. Apa ini jaringan lancar tapi di game merah game rusak
Pengguna Google,2,2024-09-03 03:09:55,"Kasih bintang 2 aja, karena dikasih LOSE STREAK terus, game ga adil, kalo youtuber atau pro player dikasih WIN STREAK Sampek 20 kali lebih, kalo player biasa cuman 3 kali, banyak LOSE STREAKnya, tolong lah moonton jangan pilih kasih, skill gua juga gak buruk, selalu dikasih tim dark sistem, kalo gini terus bisa pindah ke game sebelah gua moonton!!"
Pengguna Google,1,2024-09-03 03:09:10,"Woi monton event event lu udah bagus tapi jangan apa apa perlu update di game lu itu semakin lu update pasti ada aja penyakitnya.Tolong lah kami hanya perlu main dengan tenang bukan main sambil ngadepin bug lu yang sialan itu. Hacker juga makin banyak di game lu hack map,hack jaringan,dll jangan dikasih ampun sama hack yang ada di game lu,itu membuat peminat game lu jadi dikit dan banyak yang pensi. Sistem nyari lawan juga hancur gak berurutan kadang dapet tim bagus kadang dark sistem"
Pengguna Google,3,2024-09-02 23:52:23,"Pas main, ditengah jalan ping langsung merah, dan ngk mau reconnect lagi, dan harus keluar game dulu, akhirnya gua afk, dan pas login lagi game udah kelar. Padahal sinyal ngk ada problem"
Pengguna Google,2,2024-09-02 23:11:10,"Tolong untuk dark sistem terutama, mlbb semakin kedepan banyak kemajuan dan kemunduran, kalo terus begini akan banyak player yang pindah ke HOK, atau kembalu ke free fire. Thanks untuk tim MLBB, semoga semakin maju lagi."
Pengguna Google,1,2024-09-02 22:44:45,"Match making buruk, sering dapet team ampas. Keseimbangan team gak diperhatikan. Masa yg match ribuan ketemu team / player yg masih player baru, match ratusan."
Pengguna Google,3,2024-09-02 22:23:27,"Kok belakangan ini di gw sering banget ngealag padahal wifi nyala dan GK ada gangguan trs sering banget tu kalo lagi main classicl/rank pas ""pertandingan telah di temukan"" waktunya masih terus jalan terus tiba² kembali ke lobby sendiri tolong di perbaiki moontoon bukannya ml makin kesini makin bagus malah tambah jelek"
